UAV_ID,Time_Step,X,Y,Z
3,5,286.0443875167447,585.5295763659238,468.13499357703034
4,5,200.64052762690284,712.3124367237884,418.58141886262274
5,5,53.567440557022195,9.50392741387402,380.2778895326012
6,5,978.8722613337814,377.0905149862699,383.5858981217174
7,5,881.6250486090485,262.11985899498507,123.2443953753519
8,5,533.9995084144771,828.8267583375944,218.75325181661077
9,5,31.79267580019384,816.0699325312931,244.9968486624338
0,6,49.94655122927301,714.1400396684575,479.4568582807051
1,6,602.5612664518673,310.8779047009655,155.2673117147511
2,6,655.0482579312023,980.3860148811493,191.0494147508817
3,6,272.913342604969,621.9647353554919,472.6635219100267
4,6,182.07249063573937,725.1322489921396,413.97445226328153
5,6,70.5844648693062,5.5290684880333245,383.8104729609888
6,6,990.9940422208807,382.954213590788,386.04222227867353
7,6,883.2249282872865,240.47509937468072,132.9666818316426
8,6,530.6909301471753,835.5770348007243,218.8969982999594
9,6,12.150761895709707,828.0266819460263,241.19019610847155
0,7,52.280183576100065,719.4256372505645,477.7732521224297
1,7,595.0987570318434,268.5168929427395,172.82438459145936
2,7,685.9543919976219,1000.0,206.44090207429662
3,7,297.59140601311583,641.9732433230763,461.36956494768856
4,7,195.14969869740776,739.0767952914971,414.3923074759473
5,7,64.02738446256306,8.261615139321137,386.68695361653505
6,7,964.5551068260602,374.4004176362668,393.7985839585201
7,7,904.8946706261951,248.7056916096417,135.15502520643187
8,7,503.8134274890899,862.4553542282134,222.72252459081105
9,7,0.0,824.4093402349476,241.8618272257392
0,8,56.681212388125765,717.3908528846101,476.8446752839197
1,8,593.3848898439311,275.5925277023902,170.15933872348123
2,8,651.9020591504378,991.9808501420232,212.2508295817902
3,8,333.14840247774123,635.7335167217907,476.7953334013587
4,8,205.28262854261527,782.9374731817468,436.5750132277529
5,8,60.880399566626245,0.0,389.33158521566264
6,8,931.4794894745171,390.7968779846755,396.9019840652071
7,8,921.5269844696513,249.6651148347396,136.81517440184203
8,8,467.48252904369735,859.6072993062395,240.7269813058606
9,8,0.0,846.5612795772249,228.40083812761978
0,9,36.38201660024673,718.6951850982795,485.1591006431446
1,9,575.2815527280444,260.71062907567165,181.47796222936705
2,9,634.0320009843705,963.3636478045543,223.0304181948719
3,9,322.0528927508781,678.8340898728063,490.1146639261169
4,9,167.326961670739,780.9474470284565,444.3682622007084
5,9,104.2897173751654,0.0,368.72970633760093
6,9,948.0391531244559,368.9149711485301,404.4350632385009
7,9,931.7648845329403,246.60198136748127,142.11972761172112
8,9,486.693735150714,838.8468283480208,237.6832237994507
9,9,0.0,826.273309364863,235.04809669668617
0,10,34.06899505954394,715.9385320764784,486.4551987333407
1,10,575.0728576233216,261.1019884072331,181.3364751153702
2,10,617.0100627483947,953.6493565960864,214.64112890870382
3,10,288.5641351808462,646.4578566668014,483.3570195450338
4,10,165.575388270782,784.1347231785055,444.2568602943735
5,10,96.33983565562828,0.0,369.854181686346
6,10,946.0928451862674,369.54298271287047,405.1585405844981
7,10,915.2694430233024,257.42388297652894,149.2058132744343
8,10,482.7321153720691,832.9696976120337,238.42460863101195
9,10,12.988506391976724,796.5807617197554,247.51175698078978
0,11,0.0,735.4376155941529,481.73116717984686
1,11,538.7398116584736,259.1402696734824,188.56513718512838
2,11,638.7843793017377,945.2231357226456,213.93978340904326
3,11,265.1335440211707,639.8851237241175,487.0159734752927
4,11,130.89870951191455,783.1715099103085,459.58204863733346
5,11,98.70948042669275,20.263372148855275,369.2173599593036
6,11,934.095121677345,346.88317304371316,393.78547888443563
7,11,915.424908413811,257.453818967424,149.18388747651736
8,11,484.0729502005195,828.9434408706043,237.16176732844374
9,11,35.57470899721194,817.9449921939141,236.33546844270793
0,12,0.0,712.6339800407268,470.6292156302815
1,12,543.2569702982482,252.77153327393881,191.55635243984545
2,12,638.8245934695882,945.9117253809504,213.79010324232866
3,12,278.13187330277566,622.7693204045505,488.26788555715854
4,12,129.78429565980036,788.3240032160944,461.92312395623935
5,12,95.57181436436646,14.916823093630715,369.131049331838
6,12,912.3284002312595,342.8818764556966,402.98634526296746
7,12,913.5967887768054,244.64805534545368,151.44852896032276
8,12,481.972181411682,818.9292689086351,237.84765081695704
9,12,78.66131301738369,815.8783810410205,249.07369097841467
0,13,0.0,714.2900514524796,483.7746533397374
1,13,540.7792884393582,289.3043614985653,191.16190312284306
2,13,644.2286781903306,940.9649502421797,215.33751114045157
3,13,274.97235937064534,672.226980560983,476.48282340334055
4,13,120.10446090540044,787.0923497100772,460.4289873301144
5,13,99.43376243774429,0.0,377.9874346823708
6,13,875.9369126164748,321.3349169289485,398.43004870804646
7,13,932.7928391449166,241.16663424868486,157.88268731764103
8,13,486.3160296268956,792.8072623378986,241.97776852969108
9,13,54.53632081702085,785.8329614190184,266.929525827081
0,14,0.0,716.5572928850728,473.76333719191445
1,14,539.7455295946545,303.81747429780324,190.1882017752379
2,14,643.8569407046754,953.778860098061,219.0861596630058
3,14,241.60606523972749,674.4410215302901,493.0370048905814
4,14,116.78533839302452,785.6588252696149,461.79965568693433
5,14,127.63038939247926,0.0,386.6340808251214
6,14,872.2750962315649,292.8740440401659,387.48785661590307
7,14,947.4933087176365,243.1830753940175,158.730805889336
8,14,461.98331636305966,811.2685638601661,252.0907443301521
9,14,26.760023753616093,788.0834473316573,279.6729322024818
0,15,14.709722766805301,726.1941270771326,477.72854558588773
1,15,534.6691322315404,289.99065204291463,187.31127158940788
2,15,651.0514873147729,976.4997553245668,215.26214177862934
3,15,224.774409387483,644.0557301509812,500.0
4,15,98.7211402739667,769.2607807455635,471.9264039210651
5,15,147.9474471527164,16.64547478136871,378.8931602552939
6,15,880.7497958298909,319.53621017656883,383.4306431600814
7,15,984.3263126038407,226.5092113439131,169.71422683893417
8,15,486.9070935130407,828.5757621143879,242.2267770111653
9,15,21.593705878137857,772.2140526686638,279.92900054769706
0,16,2.608170559846421,772.7083706629451,481.37453812630736
1,16,520.700477714312,278.9934348690432,191.39139755383647
2,16,618.8610086460626,971.3903041182161,227.01335668542802
3,16,245.49394991106263,685.3426481981744,487.5743816498434
4,16,77.63780621967898,757.2172711795213,481.7401056030585
5,16,121.52253872909125,20.277085835499292,391.5431791351301
6,16,890.656463994884,318.3096050198718,384.19902627775207
7,16,991.3012067891325,235.3598560078439,169.41660480493192
8,16,482.50491409109856,822.3528038326467,240.77614821256557
9,16,31.029398810970925,771.1777155279724,278.2144735291301
0,17,0.0,793.8175301538402,462.4713295283284
1,17,550.8053857874553,300.77623832259115,195.7750232918596
2,17,641.1461667783558,963.6380204273647,217.5079774226242
3,17,255.58102004317888,655.2406214904821,472.4647595680179
4,17,75.67805580147176,760.1211278009049,481.65987020055474
5,17,136.11708813565622,14.370514756811623,390.4231124438788
6,17,906.1882117605684,317.3312064052597,388.7390426691553
7,17,966.9989658553744,231.88372573156448,180.61395629626054
8,17,494.00868416164207,807.9253325693024,249.08975733790888
9,17,26.777338522063417,795.0017062925225,270.8282787077602
0,18,0.0,793.0390481809915,461.4276527175486
1,18,562.9119702749723,303.8486082052727,193.1577054177497
2,18,650.846421710975,971.5658381978328,219.03784249899456
3,18,272.13106312508455,655.2326842874008,472.70944126215517
4,18,68.97442605480009,773.5422604217173,488.9071072740323
5,18,147.06351454593064,32.240964315171496,382.32887986141884
6,18,901.2590239776706,282.07990739593487,389.80226868912166
7,18,951.2450197344126,240.5582877033638,172.9506280585085
8,18,493.9664826781018,842.1695150178839,236.60329687355775
9,18,0.0,762.4931623467486,274.59957702106954
0,19,21.88233719292648,822.8373410845068,473.52538334327545
1,19,545.3157277602869,318.4195133712135,203.4458230568403
2,19,653.6983074601285,939.8015702426333,212.5684145683772
3,19,233.80926175956594,669.4349227871888,457.34596795712525
4,19,72.63007230570491,820.1427805494397,486.9152159818988
5,19,187.85034706172524,20.948249956565263,383.54266007228534
6,19,910.1949610188097,271.92725785194034,388.6090142784667
7,19,951.7242615210408,244.282952974883,171.84461936416943
8,19,444.42647431927185,848.674375666148,254.76586417179325
9,19,0.0,741.8575157962104,268.6957017569836
0,20,36.45482249543011,857.5343582738719,489.7669415574203
1,20,564.2234395159267,276.4516097378964,187.78530148509196
2,20,657.9856403664259,922.0359118937421,216.11901506463977
3,20,217.55591609133586,647.4892099297399,448.1192333083585
4,20,99.73259201020213,851.5260095995138,492.8073266510773
5,20,211.57596533035775,28.941963370245343,381.3574394431831
6,20,909.5012629905563,270.47404461932194,389.41132381102875
7,20,940.1938543151725,237.9171647640504,172.2129877731237
8,20,450.11987512345183,812.507244042769,263.9288628663387
9,20,11.081193628441945,748.4746296984356,273.544922430779
0,21,39.857695822942866,876.5645664779415,495.0873092981852
1,21,594.8700312773276,305.16596881460407,187.05079175512304
2,21,652.3516514790665,922.5865854342377,214.34539851933988
3,21,207.03651341835405,599.6370260998332,430.62017540486625
4,21,93.70099958646887,862.9809447422087,491.58077761930053
5,21,222.9120634139974,14.636437248634392,380.9990787049629
6,21,887.5685188034307,262.2818804767514,395.6937496046257
7,21,952.8450514951991,205.96907996589636,163.2882092097477
8,21,456.3820812810795,820.2234378138057,266.70524104963863
9,21,48.09990111729412,769.8401683388688,278.84128290024177
0,22,47.09695218029289,877.1285111868608,496.69999183672013
1,22,598.1383620622901,308.3179817185677,188.06866799110523
2,22,656.8105453879037,916.6505872532384,216.44966674123646
3,22,192.98044540345387,631.9311596120908,439.0342183353067
4,22,118.96155006384734,859.6083936102134,490.5034354638636
5,22,211.67659509047704,53.885084021339495,400.1166880625702
6,22,883.3761393197993,273.0803677081785,400.5634421763175
7,22,952.7884798173226,253.4117464225968,157.86872979283507
8,22,464.45357125484713,841.3336426374674,273.1125452146175
9,22,40.0510648275009,788.3752788517128,273.3334162119471
0,23,3.5937873071792623,869.8760493390117,500.0
1,23,588.6444186874952,281.9883534357612,196.70567237665728
2,23,688.2851546117579,936.4720785420807,214.32171577188436
3,23,178.93288171759806,636.9284049621268,432.2585288654803
4,23,125.02496809233642,866.6264872036833,491.1826882201239
5,23,217.74089945048632,38.34625689359201,399.4623668299046
6,23,906.2135809754612,249.5310532025659,399.0454902658368
7,23,951.2206087675456,256.51202798406945,158.12537986248734
8,23,490.8841545753735,863.6261273774645,278.4205016508997
9,23,54.09461408620163,797.9539671163386,269.400158160312
0,24,19.591333510860323,895.253057530031,488.508246445052
1,24,590.8430878117839,281.18605382292515,196.97302901610925
2,24,648.3954118009169,912.2618286562928,205.73289925633745
3,24,158.03077149806717,616.6461489020375,430.03964676566113
4,24,108.08142706267279,890.7659559346945,493.34813242913344
5,24,242.53893987493294,13.10278706470611,402.20793721971086
6,24,886.6805679257864,277.7711156094101,389.235948159235
7,24,947.8620078730755,269.4272351931279,159.6982913026741
8,24,493.8792689105914,869.7286429636948,275.6586138273639
9,24,27.74271546968515,800.9641781945431,263.8394752387365
0,25,20.833047470039883,910.062006504718,494.58994687808575
1,25,566.4115697464014,294.20615888982616,204.85025520957356
2,25,612.1795253508242,935.5808733424321,220.15565207371054
3,25,162.83160047524288,621.8786982921055,430.94435738167874
4,25,136.26158006126983,916.5976851793099,495.48504902368876
5,25,243.15506019869824,0.0,409.3631737997625
6,25,914.5635824584712,269.19528555429247,402.053601313356
7,25,951.1451399476034,231.8604525408138,172.3101995015459
8,25,516.5700816830446,842.4990404249826,261.53335730442654
9,25,27.538870954351484,803.3515008199413,264.17258851261215
0,26,50.32490211206718,888.1678673247336,496.013307163527
1,26,582.2373734456244,297.5145684661256,204.15517580485505
2,26,614.2702349218619,940.1940806952432,222.56191963580744
3,26,192.34428854768305,587.5821595896704,409.6278809123529
4,26,118.0034712869469,900.8941219683003,500.0
5,26,251.65185549537307,0.0,411.36880800403827
6,26,914.2334353990072,269.2421349478309,402.04896857462415
7,26,955.2761910215723,234.94925334440288,173.64524091114689
8,26,522.4916990604961,863.9412554057715,259.7508664414752
9,26,42.4805177632053,801.3840948345714,268.71456269266287
0,27,43.96202756976362,891.6065747930894,497.6860201076735
1,27,583.3669610628351,298.4275251978945,204.34412603234998
2,27,614.1228515412174,941.8648995588716,222.89450348207023
3,27,195.74609876933647,612.543388435649,402.42504488929774
4,27,158.80421292043837,891.444646592867,480.3802724318417
5,27,244.58852172104574,17.731999214343972,404.96295918547725
6,27,942.5804014502661,261.11725842981457,406.1701040717486
7,27,910.5615865241328,224.08946421333184,168.60146730100618
8,27,487.18867428331504,838.7225631511803,257.08784771754574
9,27,81.60221946830261,810.6223673312338,278.6220197852553
0,28,48.53992152336769,931.3794798280829,500.0
1,28,606.5214795999676,305.42643675595025,212.61639338827044
2,28,623.0713181123934,965.2278131389817,210.87674314359032
3,28,213.38663925351125,588.3998753972259,404.24540359275795
4,28,158.991155503161,882.4895526528185,478.82188046951615
5,28,261.6439939731416,0.0,389.38853693241185
6,28,946.7158745275985,304.7608782171918,408.1898512002872
7,28,908.9133620866763,193.3247767326231,182.9697968681161
8,28,508.6459746272291,844.075441559047,264.84678297930327
9,28,78.47660691888267,844.0929832673178,271.07413811620194
0,29,57.180429402145464,919.9921954872169,500.0
1,29,585.9782919763788,299.1463813810298,204.86664806200713
2,29,627.77201234807,969.3027339176847,212.05148610227246
3,29,197.6382939036557,583.3104859729707,401.80990123942354
4,29,151.09854212605146,874.3004591330648,478.1603265268234
5,29,254.73876276240523,16.84031679631386,391.7008303466883
6,29,937.6615040422228,277.6734585552173,398.9777164795319
7,29,911.3312884224455,175.8866761366296,191.52705933682887
8,29,474.3092119893682,849.5041400020187,255.64632982989812
9,29,118.9763329135212,820.7389031475922,250.78339167091454
0,30,48.48795925050517,920.7091632694278,497.7815144861059
1,30,550.2663882245752,291.6653007159035,218.58317961128938
2,30,656.1558480236312,998.3648110047912,194.06062417898113
3,30,222.51555317831765,583.3351803241209,414.10772238782204
4,30,129.79619732477403,865.601623382315,477.3034295428559
5,30,258.5208833623984,0.0,401.3254225468055
6,30,911.1662158388104,270.95513537185207,388.7040896176675
7,30,898.7760767299636,155.59216999777334,179.97459449123974
8,30,446.974097855237,869.4264989551996,260.33105943403467
9,30,143.56117602177792,840.8884662979114,237.4657542152696
0,31,39.80489702923398,885.5959867152229,500.0
1,31,528.6309664672486,303.55395692669987,207.72993781151862
2,31,674.8022720827396,993.0174587269097,195.8950010155226
3,31,228.4831068051058,600.7376507757322,408.879809939179
4,31,157.61625647605186,846.1411991933394,481.92705406626186
5,31,253.9622337883976,0.0,405.345214369176
6,31,927.4032794033773,254.51701806935935,381.8285960228887
7,31,912.6726287772052,149.64016510759063,178.3145669882741
8,31,449.38385826811384,868.2170538858892,260.4962587042727
9,31,142.57361564947885,844.9629025458412,237.2169724519602
0,32,77.56119848020671,900.3131025764231,500.0
1,32,556.8705617685299,301.52660079386357,206.25169830873585
2,32,714.1158417030865,1000.0,214.91145367530277
3,32,191.96086641914434,603.0492656288187,426.4774235503793
4,32,148.93158537132373,843.7200161402191,483.1306075686063
5,32,286.6738046717516,0.0,405.7240468546153
6,32,911.9276533490768,210.67398009085042,358.69873373602405
7,32,914.6963359302946,140.62426732277615,175.77552940511399
8,32,447.4631461346353,874.265420239238,263.5177367837697
9,32,140.07387818951085,842.0485462257826,236.44110473739323
0,33,80.38102453846128,903.056766660658,498.41331140772684
1,33,558.9892290979374,306.78279737058455,204.20015406460263
2,33,746.922161719632,1000.0,216.70621918113898
3,33,191.78080544210408,602.5185466033803,426.40938705371127
4,33,159.49610936217894,872.2858804934563,475.94376561218934
5,33,274.3852723192571,0.0,400.9731041434925
6,33,901.6159788108935,225.57244855563573,354.92008886099813
7,33,913.4586548927466,99.92348857753325,167.44225228700375
8,33,446.4408832934777,895.3555145496998,272.7942033802166
9,33,152.32071436354383,845.662542344726,235.9861676724196
0,34,73.41719644916041,901.87445165226,500.0
1,34,578.5842439404258,267.39304519568304,193.30197397261313
2,34,718.9189209946434,981.7717987490925,204.31771678132174
3,34,190.58528756643986,591.4568607738358,430.9161040626192
4,34,135.18364523582466,871.7246588054668,482.30849382581215
5,34,273.3913861961774,10.543977738980427,396.97635664930107
6,34,890.7451632796237,269.979034012226,333.9718591846669
7,34,890.7184508904365,108.80183042140803,165.17056326082528
8,34,456.04786407233536,918.0110114517056,283.7437538305788
9,34,141.8847918577867,871.0257366716108,243.7024269077308
0,35,80.85218950792647,855.737293722535,500.0
1,35,576.8010494485479,276.0984311117856,189.38279429034063
2,35,690.9974497799623,986.0588826326308,206.56658498360179
3,35,161.7439643061346,591.35918255236,421.2566380374726
4,35,130.83021663811297,885.9299737686091,477.4645578700752
5,35,298.3458836439441,44.46166512052588,415.54484056692905
6,35,914.8303706416201,273.1891305035667,343.87089761639305
7,35,905.5371183803813,141.9767148002993,168.4109678684994
8,35,451.99996492313215,875.3318327788531,282.8825993873931
9,35,143.38539052018777,846.0901094893379,247.8079935591444
0,36,88.7309981842876,865.5085908391845,500.0
1,36,578.5033406662706,279.98508380447146,189.68339165217074
2,36,653.9308588098888,986.3822495509783,216.62965757618286
3,36,203.7387819952855,585.6383455393955,402.376724467607
4,36,129.7168101859819,889.0077150640732,478.6649629648131
5,36,251.2638625690464,51.49340726298282,423.9936082006489
6,36,915.5679937580211,270.3319422251936,344.79039450238275
7,36,904.4538931384217,131.02390911714113,166.96161836819388
8,36,452.21756473133075,902.524058587578,292.2270531809865
9,36,99.52848518045823,834.2318445092927,234.8527972187793
0,37,110.60568159511038,884.5652196736181,495.54777687566315
1,37,568.933405228,240.16412259829968,202.12200345274294
2,37,671.1295902898514,996.4361042598892,221.18362447310227
3,37,209.43258146439226,576.6839076938267,400.12596225380855
4,37,121.74910569423103,901.765737287858,482.33002063174035
5,37,251.9520735339558,44.02362815998582,426.1031013770026
6,37,945.9556254772842,255.61597131107666,355.0570246882838
7,37,943.0322752137604,112.33152359803282,164.67766529947156
8,37,451.7951063123255,906.9208460490383,292.39845710756924
9,37,55.482612383084756,852.8811738781473,251.17776600683268
0,38,103.80079515104258,846.00971703024,496.9869033600467
1,38,578.2403063044665,213.8745539987048,194.09850294845808
2,38,657.8527338564767,1000.0,222.59789465999154
3,38,202.6667237106184,582.2905140606538,402.8647766545039
4,38,116.45653672745871,866.2756335827344,486.9599684367675
5,38,267.17136509961813,74.283550286599,436.0583284199653
6,38,952.9421480361838,263.1593570686163,358.5830290907096
7,38,947.2273704709892,148.65895562037684,163.68236140747592
8,38,408.9268814977968,928.7317331020826,289.01799441648825
9,38,55.475258335951146,852.8498877317303,251.1929388481962
0,39,121.45257136116227,826.6440985024742,500.0
1,39,610.2815509958323,196.93833347261744,203.79503223053723
2,39,661.4010736629025,1000.0,218.74369678396832
3,39,197.5382737299593,622.0948486198183,420.61224090445086
4,39,143.2030259154012,874.9475097854667,481.0107309306572
5,39,274.369292568494,88.17683236056635,443.21861257316095
6,39,964.125538858957,267.56237673200593,357.4718357253856
7,39,958.1296221191888,176.25964028075816,172.90000489761655
8,39,386.65911528551663,922.5394966537124,291.1612763578102
9,39,45.568203728351214,825.7918646505342,240.60505730461463
0,40,121.99996067248304,830.5095795814461,498.91974554407983
1,40,615.1745272308208,183.40353672980692,197.20551061436038
2,40,632.9037788375338,1000.0,208.74203881429412
3,40,192.84088523101263,628.9608822151536,422.2263477587628
4,40,113.5641723304663,887.6193866606137,476.1291592461565
5,40,260.4215594344612,75.3616958522574,439.3372820722638
6,40,931.1161306864918,293.69485584274537,339.3134724359546
7,40,968.1200245842487,145.17107749669046,164.79493143596568
8,40,370.5725458062364,929.6488714283411,299.3840066928616
9,40,64.37761282073294,789.4884535671033,239.509357860905
0,41,143.87791918162796,841.0159527647029,487.1026768957504
1,41,633.0313095955639,225.16556633547253,208.89338822631288
2,41,663.1916598061623,970.1058944170978,200.4396182072407
3,41,156.0527997674325,619.2763472804892,439.4837244613305
4,41,82.49252962168018,904.5509466509684,490.4078825831814
5,41,254.17081632708656,68.7263108387288,437.3286443268235
6,41,932.1622686717888,295.6783473019052,339.02017429802635
7,41,931.677438419707,127.67542896016478,170.03707542094435
8,41,376.92972585669975,933.8283479742258,295.81749272498615
9,41,59.45175322520405,772.2802633443112,241.44829361595538
0,42,112.98273153063556,834.4850088556457,473.36174481069924
1,42,659.5586670545804,224.50993964627452,196.01695169379084
2,42,649.6875219816903,973.0870101303931,197.35844889715537
3,42,124.89211441640556,621.222421635562,441.4878112347936
4,42,84.45870797547116,913.1009400427671,487.4252582967545
5,42,251.50358635526817,64.19756608706308,435.4277751652278
6,42,955.8479265352303,278.42647603199225,328.4536661213519
7,42,931.4126013654669,132.76268657941102,171.10613073276738
8,42,395.460053315454,917.1072444032419,293.98881880586276
9,42,59.5321674980843,747.6364454842222,235.37791434054805
0,43,102.95967115508832,820.5105527666682,476.0300387958976
1,43,652.4495639856626,259.56296977745217,187.54136959449656
2,43,658.9043971602845,980.8578091267894,202.8113415897008
3,43,106.29607486799097,577.050042681468,458.92646069178414
4,43,65.81853303507867,875.8948894263744,487.9821839886821
5,43,246.2585295911838,57.50715976321962,432.6326018934693
6,43,954.940888479876,288.1847729811653,326.2283861326502
7,43,947.8071598047958,112.11730447757381,181.8830199222662
8,43,406.0974788216859,912.5423845664,288.62198309740563
9,43,62.23430847055625,741.2572894875816,232.55361410152986
0,44,120.92920991645506,812.8373898607884,469.4027969296531
1,44,665.3072586947408,244.76717843905257,196.87520035341439
2,44,673.3553531938816,973.2465870514974,200.7972781801467
3,44,92.06855541094909,582.3360950989936,452.92109721211614
4,44,85.00369810476309,880.8396269052001,483.4194756648783
5,44,253.88765137380088,22.571913740341515,430.89140412297957
6,44,917.9846424538246,256.843146871753,309.48818589191916
7,44,942.4769362965961,125.69166676951339,181.0815865095947
8,44,435.88407623392646,943.0745236095686,279.9812334741738
9,44,66.33728666797666,732.0239160355944,228.63127352158452
0,45,130.53690216047522,859.1107550831143,452.4725613850443
1,45,708.160334093347,239.22616868261062,203.47368743660107
2,45,683.7536207132688,948.7828216094597,193.88958827994938
3,45,107.27703272534188,547.7607937336174,466.37634957271206
4,45,118.37045981751928,875.9592288703105,472.88171480865276
5,45,225.19558480478298,14.461327240302682,430.29483013319947
6,45,893.5275714010384,234.3359974110333,313.6404756119132
7,45,970.8079675214792,146.55133938497585,195.71506931443
8,45,431.1750171422969,932.198973659744,278.0701863822478
9,45,57.851212802020264,755.8083351077696,224.71563528335665
0,46,171.5831271893332,875.9720684966724,459.3747579588012
1,46,722.3430043506594,255.26223002470135,198.94249849336816
2,46,662.9840544392735,913.5020065790369,180.12364779302783
3,46,107.30231976163238,512.3471511540322,464.3905138869443
4,46,71.48437529316568,880.0976755066752,488.4391707438826
5,46,194.2224341961146,19.26699671502524,444.8371327520412
6,46,904.8861074614233,261.09129352758833,308.0976167230053
7,46,950.3420371202794,116.15160470721749,196.35293245352406
8,46,398.8839459252894,936.706812180613,274.36812420932716
9,46,86.52970858028235,796.1849003663079,215.70143805293856
0,47,129.10379680253274,890.1379744731842,454.7250661387348
1,47,755.1443064384574,256.4556428741811,203.38401411876654
2,47,659.146420211828,912.4079719505597,181.1909483326621
3,47,66.98049238982705,489.6184952691467,481.1062302234837
4,47,77.65191572597863,923.5365421918616,476.3931599353535
5,47,194.0604405834341,67.96902283508949,429.13390350490215
6,47,901.3912776303237,246.6033230206723,301.6218972873185
7,47,908.8758362766116,124.0646059253244,181.49485377321983
8,47,425.30302228879975,912.6885811494294,282.0851727819152
9,47,116.42017194827089,784.6061176366769,227.59737001312922
0,48,127.106049680024,887.6785182116083,453.5345628460334
1,48,740.8283628735115,251.13240701247136,205.7434579764951
2,48,681.3554383731835,878.3037901208378,179.25748932820304
3,48,73.28014391540887,489.6419880190445,478.47178730015617
4,48,78.69871266231978,911.3149558542312,478.95814485478525
5,48,170.78394838900016,77.00978839853305,422.5137326414041
6,48,862.2691666091582,236.41085114571308,292.2374509370515
7,48,912.7150620875932,123.74148906593214,181.0013649008833
8,48,470.5704390855964,924.3080270018902,295.91535609032445
9,48,98.07029711676522,765.3699302539209,233.00144750680153
0,49,160.19893709462355,870.6386512592189,471.9157744930735
1,49,725.3144701916618,207.06042986915563,193.92129770588056
2,49,700.6907482521164,862.5917455039048,187.27879532612297
3,49,40.340435820678174,460.09755961007863,482.7374544193046
4,49,81.15179097903257,917.4020510850066,475.76642475599596
5,49,209.56619256172942,63.95709897159436,430.51061643593164
6,49,886.5338065811795,261.82997815973255,297.08302787060086
7,49,905.468718362504,107.22737423775102,186.95708719740156
8,49,468.6095324513009,883.9277565314846,314.45346188361543
9,49,118.28418249806123,786.8399857584969,218.7269280660316
0,50,167.80596949052492,865.548685513477,474.23434412442913
1,50,713.8623441199344,207.96829360327106,190.45310720314802
2,50,709.1787370779384,878.8814519574307,187.79436637834044
3,50,4.5393760272037085,444.05354171381646,480.24446224125586
4,50,81.71547349444539,895.7743920953524,468.90167405129387
5,50,184.51460252163253,80.09853265367289,432.6322436655758
6,50,893.3618401356116,259.69570231601085,295.14299560526104
